IWG1,2017-01-25T17:15:14.977,37.932402400,-75.470867200,11.0,,157.0,,,14.2,25.2,0.042,0.0,,,,,,,,14.0,30.0,14.0,1007.5,,14.4,,,,56.7,,180.0,
IWG1,2017-01-25T17:15:14.979,37.932402400,-75.470867200,11.0,,157.0,,,14.2,25.2,0.042,0.0,,,,,,,,14.0,30.0,14.0,1007.5,,14.4,,,,56.7,,180.0,
IWG1,2017-01-25T17:15:15.002,37.932402400,-75.470867200,11.0,,157.0,0.0,,14.2,25.2,0.042,0.0,,,,,,,,14.0,30.0,14.0,1007.5,,14.4,,,,56.7,,180.0,
IWG1,2017-01-25T17:15:16.003,37.932402100,-75.470867600,11.0,,157.0,0.0,,14.0,25.0,0.041,0.0,,,,,,,,14.0,30.0,14.0,1007.5,,14.4,,,,56.7,,180.0,
IWG1,2017-01-25T17:15:17.002,37.932401800,-75.470868900,10.0,,156.0,0.0,,14.0,24.8,0.041,-0.0,,,,,,,,14.0,29.9,14.0,1007.6,,14.4,,,,56.7,,180.0,
IWG1,2017-01-25T17:15:18.002,37.932402000,-75.470869900,10.0,,156.0,0.0,,14.0,24.6,0.041,-0.0,,,,,,,,14.0,29.9,14.0,1007.6,,14.4,,,,56.7,,180.0,
IWG1,2017-01-25T17:15:19.002,37.932400800,-75.470869500,10.0,,156.0,0.0,,13.6,24.5,0.040,-0.0,,,,,,,,14.0,30.0,14.0,1007.6,,14.4,,,,56.7,,180.0,
IWG1,2017-01-25T17:15:20.002,37.932399800,-75.470868100,11.0,,156.0,0.0,,14.0,24.8,0.041,-0.0,,,,,,,,14.0,29.9,14.0,1007.6,,14.4,,,,56.7,,180.0,
IWG1,2017-01-25T17:15:21.002,37.932398100,-75.470865200,11.0,,156.0,0.0,,12.4,22.6,0.036,-0.0,,,,,,,,14.0,29.9,14.0,1007.6,,14.4,,,,56.7,,180.0,
IWG1,2017-01-25T17:15:22.002,37.932397900,-75.470863700,11.0,,156.0,0.0,,12.4,22.9,0.036,-0.0,,,,,,,,14.0,30.0,14.0,1007.6,,14.4,,,,56.7,,180.0,
